,Dist Code,Year,State Code,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
RAPESEED AND MUSTARD YIELD (Kg per ha),0.07771367171322337,0.34651562857117124,-0.08145902577280495,0.027779840150626556,0.09106694098358975,0.07294712265016749,0.46771690234798674,0.4883942143889224,0.7057121494749695,-0.20844485293879958,-0.1949407345478715,-0.04319617103590664,-0.19575218684497817,-0.1982019483039138,-0.21823720704789046,-0.25440883683964827,-0.2485120592420398,-0.006665049750026346,0.13033405589017863,0.26524641027761386,0.284031194959861,0.09033208965034664,0.049454644568495604,0.023181157854789892,-0.1661121830886052,-0.1484705614847521,-0.30517665195796334,0.10678505080570229,0.20401353313303014,0.5057820948332049,0.0680929172783122,0.12155996542344953,0.2610513400944062,-0.13848247890141627,-0.052209587572096566,0.2876292389427896,-0.05662508780537868,0.03166944059598557,0.2353931380160445,-0.0955284868858609,-0.027754372716582397,0.06168913240765975,0.030204710659896744,0.09939817783776624,0.14758068029775603,0.36570216081391,0.3909489040232664,1.0,-0.14331607804338806,-0.120293677383242,-0.14186546021056615,0.08968760593811052,0.1954960617903664,0.14654338636695705,-0.0837582925374027,-0.03237954597351421,0.21414171604459806,-0.11083264685348733,-0.10357235797533448,0.11255226947391751,0.07307549609130065,0.08082447162891544,0.07964978410493734,0.01661016903798487,0.16956005020956974,0.2104944525122183,0.04945184253579881,0.00921635156975537,-0.04007272380330124,-0.02511210696267299,0.11139763946088531,0.07549940281133759,-0.22192847808347188,0.0872189125468953,-0.056470289203061276,0.24675984183103972,-0.02464439497510442,0.17178391649076613
SAFFLOWER AREA (1000 ha),-0.11504911386340516,-0.058498656273689636,-0.10060332032525325,-0.11893129111403515,-0.10650202577430441,-0.08117715802593842,-0.051152758617285715,-0.07479002434240341,-0.10854606061522129,0.3502222516163432,0.39301747525891534,0.1475822587639018,0.6968511280242645,0.6438904767564779,0.10660146936943013,0.7172814383311855,0.6461055202618297,0.046254313263760775,0.14031839733207693,0.0784987759165078,-0.016761689987772797,-0.02045501888606037,-0.004069292316819023,0.0312919370851008,-0.028464106410072895,-0.029842043978193872,-0.0030376388908711564,-0.07740929048529877,-0.0699714860459034,-0.14366193090942994,0.08027424400285675,0.020677492518787158,-0.052233785019205656,0.4037796045487424,0.24603189232165779,-0.053035091906881576,0.19943276935711146,0.09942454869876031,-0.054556503176106635,0.08222841331051296,0.036206229713503395,0.0018587227810713742,0.043699529992914474,0.02094052552726198,-0.010010101367164001,-0.06715247705025831,-0.05369821471956297,-0.14331607804338806,1.0,0.8819740609943699,0.3243713241312938,-0.009724353774692104,-0.019863045150493714,0.052899437724218686,0.2017262368912999,0.17364844157593962,0.04118222215544406,0.3399368132811921,0.32508893407815165,0.01842805868203952,0.02302754294451145,0.027706926288578487,0.05250811359764157,0.2329392703454569,0.08670531252304108,-0.020774035838933703,0.05777693627105368,0.08374366299544315,0.18008959042613726,0.22423818442037605,0.06538961782515088,0.038860704713911495,-0.043086621077566584,-0.026904397893731002,-0.0401880267705603,-0.06057437451472295,0.13344833915333437,-0.014698969457311417
SAFFLOWER PRODUCTION (1000 tons),-0.12020689559498685,0.0033290502893724085,-0.08934918264255681,-0.11500717950522368,-0.09367843033200414,-0.0593777681516978,-0.04303666107391305,-0.06013406551870603,-0.07757521339564882,0.31770018027034197,0.39698279064108727,0.16819325844488814,0.589139819800776,0.5974197763266286,0.1116947538601157,0.6169700977409874,0.6213997106564191,0.07069878439420288,0.11761280378585749,0.08138809333618621,0.007059104674757397,-0.0049832917667597685,0.017657175239414104,0.047782994677010825,-0.03179590593488803,-0.028430803288674977,-0.017352168720026897,-0.06982347002134061,-0.06028341345605378,-0.12316274247607308,0.09391459192526724,0.04544905293218861,-0.031242022742249548,0.3988495441833549,0.278694957069136,-0.03376141056076419,0.1601122468268376,0.10393527876042825,-0.03540758618894156,0.06356837215618971,0.03312933261075718,0.01887340354899432,0.05024019926507484,0.02827115454924764,-0.0014551391041881581,-0.05735755255775245,-0.04518605108675148,-0.120293677383242,0.8819740609943699,1.0,0.40100059961088635,-0.012615031695050268,-0.016857628748340594,0.057838636094542775,0.1680499644950024,0.15298158016438496,0.047995002328174816,0.3709369219221922,0.36429178065525714,0.049117506122696386,0.04351428631190209,0.05159898556677911,0.09304872998484844,0.213352522577543,0.10582064291145496,0.0032069154236424803,0.06568005010967322,0.09163769417614787,0.16175127135437525,0.21253587355367223,0.0858669151837636,0.05359482910895157,-0.03215424027401579,-0.021833100931159366,-0.031143347217073434,-0.054521620415275425,0.14525455516515023,-0.014190640487662288
SAFFLOWER YIELD (Kg per ha),-0.053217315946000474,0.11606648934061424,-0.06652252756015603,0.024138395010995677,0.03114690871574549,0.015311286648656648,-0.14271446680585503,-0.1229794640997656,-0.0904118941138304,0.23429447883236454,0.32745522139029515,0.2152090540025265,0.34024414831287775,0.3950015511116059,0.16775802450708852,0.3808021869437578,0.4541375508498548,0.13236108676496253,0.0213910775233017,0.010800763037876903,-0.01988483745992784,0.07511159232817052,0.1636819595253658,0.16319632867707715,0.037840039818462144,0.027540319437529368,0.07074443987205595,-0.1390555676755825,-0.12207120505717714,-0.2082247000573807,0.07787654870418202,0.07106511507617475,0.03824215115813831,0.3557359713182475,0.2889962028578772,0.008290415767362011,0.1346651400946161,0.12204858227182849,-0.01765826586114508,0.11055481360499855,0.06561125469434019,0.0929003682266603,0.03292245641998277,0.06423519650081815,0.13574344916139006,-0.07568720100664919,-0.06865779163634703,-0.14186546021056615,0.3243713241312938,0.40100059961088635,1.0,0.051504686426327016,-0.006435332599097303,0.11610920145363716,0.05648334493785219,0.04014874685541051,0.04669679073467042,0.29225170399078193,0.30842801243923107,0.15531680250707633,0.11753150890852372,0.1284046148390178,0.2038212590434035,0.17916869027173848,0.11054308419636111,0.03628661207489595,0.03363370350541405,0.07079262852658307,0.18571512756423925,0.2390048582129854,0.13631331844836533,0.11025285113038998,0.026896252912868623,0.13079163375139197,0.10413995104067081,-0.020091798274296094,0.2441972540756455,-0.07987898739161672
CASTOR AREA (1000 ha),-0.10586509005281151,0.05413563806545724,-0.009376739594828936,-0.052777358261325326,-0.02645701918727953,0.006127923422506272,-0.07262338976425119,-0.04627677140962114,0.0057173015496960805,0.11235686196220683,0.03955628078233241,0.02311559241308659,0.01482587693973644,0.015303189449049074,0.08319038822877205,0.06837726795301197,0.03676569083125217,0.024328443698134288,0.13670880482251355,0.17840748327784584,0.10985548445257218,-0.0070152997458923895,0.00494506292434483,0.0353092162035746,0.031160675580914617,0.023517879396582186,0.0270603052518685,-0.06524730860270414,-0.05730006905209314,-0.0806741254958168,-0.05068275481301876,-0.0402054039342267,0.005262140314408101,0.06299303157711483,0.014083088315840056,-0.0359377141075525,0.055663302395740834,0.035976532553611135,-0.02051730218095462,0.1257102744159816,0.12406161015318377,0.11936424967732905,0.06673157115480527,0.07500771849884917,0.01593270099292291,0.08367096032177403,0.10603776851659469,0.08968760593811052,-0.009724353774692104,-0.012615031695050268,0.051504686426327016,1.0,0.7723914585918428,0.3345530804425938,-0.05055028492680529,-0.057513248112490645,-0.08477102268116646,0.020226675162144218,0.03202622366902248,-0.024070027475897888,-0.04290825965671571,-0.040252421510130004,-0.049857587655606404,0.2059203525832043,0.2173050379083738,0.08646540142834018,-0.060684938764426544,-0.05320346320034523,-0.01499743908496813,0.09709727230208245,0.13155872263308308,0.15465454130540432,-0.012559526041060422,-0.016918531518242245,-0.018856506759595933,0.007637325396151706,0.012837197065169437,0.07216578142814088
CASTOR PRODUCTION (1000 tons),-0.0688973327610021,0.098197729683036,-0.11497392895452037,-0.0769196324795085,-0.059876622753557054,-0.03707600705799002,-0.022128616571970353,-0.008486525879753827,0.09751041730721258,0.008409490080877734,-0.008589685908387601,0.03287489125178174,-0.01925994655015973,-0.01808864471201532,0.0444374985884319,-0.009410408321620546,-0.01565177833778154,0.03594296037755022,0.13167844900777056,0.22654195325548349,0.15473903210677356,-0.009867303439854232,-0.005248006938597881,0.011574801676811623,-0.010301304643195128,-0.007160763890413419,-0.038023770098028944,-0.044632246088987235,-0.03858177546416725,-0.04440762769711757,-0.04211400555749705,-0.034908672256238796,0.029384344443913836,0.004890811386268066,0.0034036873619667342,0.029430121829068404,0.019087090908051996,0.022887553101977196,0.0062610006958318054,0.07446102546119035,0.10984306315267679,0.14165540010465272,0.08556825439587673,0.11551421923677815,0.061828266511873106,0.13391382840757077,0.1621786572566656,0.1954960617903664,-0.019863045150493714,-0.016857628748340594,-0.006435332599097303,0.7723914585918428,1.0,0.4500817104605546,-0.0414303850435818,-0.04629789364938237,-0.06885128024109412,-0.0054072669937291545,-0.0035520326836512434,-0.0500198755156709,-0.03230028040221183,-0.03024354186951325,-0.032947620014256856,0.1540104017135118,0.2460980271867823,0.11833338391297336,-0.048056264252285964,-0.04406765340035383,-0.05088608183406098,0.11143311680222912,0.17929014042341931,0.18144218072692422,-0.021572983344430564,-0.011531470531541516,-0.02028722991008311,0.0647494517139884,-0.0033587132604293137,0.07915383644063329
CASTOR YIELD (Kg per ha),-0.125215953170407,0.1508383038552145,-0.2812297850889105,-0.089405581804561,-0.06602323372146744,-0.019912853915405756,-0.15141143987045536,-0.10561091407763289,0.050925824738716485,0.058552469825886334,0.05525178463920775,0.1340945757435227,0.07549010488863307,0.09461882302924829,0.23494845975203268,0.08955391989401933,0.09476215186165704,0.12464667635079452,0.13407380445956396,0.19808398965276125,0.20706717027998853,0.08297079190443866,0.10393976407755513,0.1114502431562824,0.162909923461636,0.1818397739511134,0.07689078448466993,-0.10490132724061946,-0.04537674969964586,-0.17656383358076239,-0.03741800259785241,-0.03509306694456382,0.043395660490912986,0.12435268693408942,0.10255657411449118,0.03824800968698637,0.08917569185070875,0.07419164932594853,0.0005539764438676358,0.3392686616375177,0.3790554797696456,0.23653537072395786,0.1888459693374623,0.2350656635881279,0.19942524073322798,0.0926868778763946,0.11079855914838502,0.14654338636695705,0.052899437724218686,0.057838636094542775,0.11610920145363716,0.3345530804425938,0.4500817104605546,1.0,-0.03801722078795484,-0.05162688438903206,-0.04967996578155725,0.11485755232361404,0.10811525036129298,0.0007352469154031841,-0.05316764083493012,-0.04489869539380278,-0.010528710294374006,0.2868086305302459,0.33064615102016626,0.1599940795553148,-0.0375558073472568,-0.0019720173022187365,0.18518458095009394,0.26707054584275064,0.32867840973840645,0.32380418528613397,0.04932206188880365,0.030104546907922233,0.040394842409974825,-0.04629140507997897,0.14217338479372768,0.12226625521539504
LINSEED AREA (1000 ha),-0.183248599454197,-0.13788741575732838,-0.0715936926129172,0.14199360287803298,-0.013167891324807498,-0.18270956569150454,0.024005439476244884,-0.07672287319356025,-0.1515084236503622,0.1635335182201003,0.12337852468488189,0.11370946380468783,0.12451270546965035,0.112024399393991,-0.05219219178627543,0.17718098506626212,0.149152513666437,0.09227848643554809,-0.05775848573535669,-0.07316548109649709,-0.10591369353493761,-0.05773042225407688,-0.06514510557861193,-0.07281697815518426,-0.08085366029726682,-0.07437938045662616,-0.11370744648183176,-0.0069601912182178155,-0.03940753104622392,-0.04897338099632433,0.17136948420946038,0.1066983796835768,-0.027916078918581486,0.15533679424032995,0.1189462359105848,0.06745066312601805,0.23509224364231615,0.13254716409971157,-0.0645360220729329,-0.054646324245438485,-0.06607862320092757,-0.04650091298946701,0.06968988973097975,-0.00874649949599693,-0.08094480938183772,-0.06362065132313575,-0.061769301192012536,-0.0837582925374027,0.2017262368912999,0.1680499644950024,0.05648334493785219,-0.05055028492680529,-0.0414303850435818,-0.03801722078795484,1.0,0.8883226345666491,0.13459437634588947,0.04895320971019415,0.03394252266379369,-0.07506565618837428,0.010974585760037323,0.002120021372355441,0.0581785776194216,0.061276159250098626,-0.04367146983419477,-0.1100462717447791,-0.0838441961459339,-0.08118950315481473,-0.0751591661973819,-0.005804042188739328,-0.05746783954840066,-0.12250426656028057,-0.11844281003258168,-0.07523517790169212,-0.11352394727110827,-0.08392856087841777,-0.02855922760014838,-0.07492394421576588
LINSEED PRODUCTION (1000 tons),-0.15681420116852948,-0.07630074355165545,-0.12419767567680685,0.08721723177920217,-0.025736199656691675,-0.1791816434271154,0.0870600866587067,-0.042569778724659744,-0.10039686914243502,0.1762114289302497,0.14002756848082373,0.14720784458201952,0.09861005540485764,0.09149044974542543,-0.06930680639243544,0.16309163533858537,0.14832570534397757,0.12878378744156507,-0.06748840057898983,-0.07731448447444711,-0.0778144496680838,-0.03436891439150254,-0.04102835450521232,-0.05162517265758377,-0.08899350464487356,-0.08212122340499046,-0.12085509966407625,-0.002789164346876259,-0.02967266830078655,0.0054318888961675214,0.22941361177434144,0.18314577704530632,0.014863863959920669,0.14117465011792288,0.12727496776946037,0.1107585324947435,0.19914239230829964,0.16208344492187124,-0.03318255049256197,-0.06655803069599246,-0.07510980544466414,-0.03043806287418499,0.06831784549831216,-0.0016913100374853398,-0.04285876732025241,-0.043631204715438215,-0.04334440332611787,-0.03237954597351421,0.17364844157593962,0.15298158016438496,0.04014874685541051,-0.057513248112490645,-0.04629789364938237,-0.05162688438903206,0.8883226345666491,1.0,0.2705441800357302,0.04683430414670556,0.03513262639067166,-0.045186425584315446,0.060599334912549215,0.04757739401903005,0.10818743244528473,0.06439079559240447,-0.02227156811529485,-0.0924133539622041,-0.09095927978775376,-0.08996241706242555,-0.08538005209994083,-0.026405836627153862,-0.06788073311096039,-0.12995008086114831,-0.12935422473977923,-0.06735103409918496,-0.11411973627140469,-0.07182747688669178,-0.027904814079048438,-0.07065104489444547
LINSEED YIELD (Kg per ha),-0.02315566120554821,0.18459362515785827,-0.09213284224678152,-0.007501961875172302,-0.030759095077597956,-0.08031554171136242,0.23065290633865285,0.12596238510548924,0.2206671304576423,0.06124015180819789,0.06548728149729237,0.17296283745287339,0.025593890835248403,0.020830836537495692,-0.1409141506111518,0.049608196836670185,0.05638537579300617,0.15900831460714504,-0.03035389920487738,-0.0034325604309369618,0.06476987171778804,0.1467930730131565,0.11898561882276233,0.05149492045452744,-0.1295466851545068,-0.1267601169017791,-0.1794234294781052,0.024951132369058153,0.05797905806949069,0.2481829784404055,0.19951291120513776,0.23467184165929153,0.17302303321048754,0.029527884093415085,0.05821839743685124,0.1985387960860323,0.10209988522238268,0.15539854800665515,0.02379721829062951,-0.10945821289560204,-0.10290483273515821,0.05629980699190847,0.023079034796227207,0.018912796901069177,0.15314988702294868,0.14432552423623565,0.13273584224616597,0.21414171604459806,0.04118222215544406,0.047995002328174816,0.04669679073467042,-0.08477102268116646,-0.06885128024109412,-0.04967996578155725,0.13459437634588947,0.2705441800357302,1.0,0.009132333960448814,0.010104392668121706,0.09109171371830643,0.24609804633432633,0.2403952816499686,0.2268269338754637,0.07573893813246049,0.08443192944668955,-0.0024932468182486994,-0.030121922619801074,-0.04573905337184619,-0.03208354087424979,-0.07183045739549046,-0.09269785098174282,-0.0765676274845352,-0.13808976765080924,0.03835598038268209,-0.047403928354219825,0.031833319530188225,0.018794592371372786,0.002667622028236427
SUNFLOWER AREA (1000 ha),-0.10142009244984619,0.07670798248125678,-0.12355094539116333,-0.05462900854297086,-0.017301751064497824,0.08528701846229074,-0.06387020048035928,-0.059530164408166865,-0.09717053193045326,0.12929327285966782,0.17592821542859186,0.18195902946884002,0.40237916750801855,0.5075389097398875,0.15368260000974263,0.37851784864826166,0.41726896403309244,0.08911666975057125,0.03903479868044706,0.03718542868339815,0.04072086100061712,0.08177925396843473,0.13379405658730686,0.1485210398324215,0.02022056440751069,0.023460379699910303,0.0592039261358275,-0.06333178654652052,-0.056192583565803755,-0.11284919475168152,0.1287155255203911,0.09117676022784411,-0.013116255221383018,0.33421689841391544,0.19398822441271973,-0.053922406441264226,0.0715745819109514,0.03351348420118377,-0.031317994947276245,0.19433167017553316,0.12036292789805754,0.009392932925200199,0.03920382767066517,0.040133085539130385,0.051413944641676514,-0.05475062133949147,-0.0431982995485732,-0.11083264685348733,0.3399368132811921,0.3709369219221922,0.29225170399078193,0.020226675162144218,-0.0054072669937291545,0.11485755232361404,0.04895320971019415,0.04683430414670556,0.009132333960448814,1.0,0.9326099643366808,0.08015059518080278,0.0005139788472327296,0.00042220646442700684,0.07496654979457046,0.34604380612598745,0.16072578045053623,0.0013220177942131007,0.0642258147813975,0.08909322168718596,0.14249145585666512,0.0705172952032049,0.038962323043650625,0.08849103982220387,0.02604373549877813,0.04067380460488958,0.04248863085731918,-0.044354264231437596,0.25454515495544733,-0.04460909869388701
SUNFLOWER PRODUCTION (1000 tons),-0.10786842246566528,0.10101915633480471,-0.13200359950810428,-0.045353049732119656,0.00671073322804883,0.12653899208108157,-0.06221073845027287,-0.048152713958373485,-0.08766775133835909,0.1336024157504067,0.19592438291781178,0.20952209344261882,0.3759374034566424,0.49827550364578377,0.18746272714961082,0.35985624755074597,0.4260933878264552,0.11684875027457489,0.024797717209663016,0.028405714652435493,0.06237520577734099,0.09381312483059491,0.16398631395858973,0.19062554333956305,0.029082541373599752,0.035870264381300115,0.09600019644527379,-0.07176254514220588,-0.06180218097754739,-0.12047141672245808,0.13202306016881818,0.11592317865193767,0.006206259409854874,0.3366188480383152,0.20929293023367337,-0.043124353428511106,0.06695496403602337,0.04069222344095755,-0.020761585984581398,0.21757050243773288,0.14709640586662287,0.0314051993195524,0.03174018300648405,0.038721611708918406,0.06626453464190293,-0.06020208177716154,-0.047339875800076474,-0.10357235797533448,0.32508893407815165,0.36429178065525714,0.30842801243923107,0.03202622366902248,-0.0035520326836512434,0.10811525036129298,0.03394252266379369,0.03513262639067166,0.010104392668121706,0.9326099643366808,1.0,0.15041202485394978,0.0011493824575036613,0.0037905701098408726,0.08388950724480349,0.3440177095659517,0.18438448981463515,0.026195402273890937,0.07054802355238954,0.0970469002947817,0.16385356721253116,0.07850685832639862,0.05152213119785843,0.10768488879164867,0.05082482139857314,0.05991543301256883,0.06830465630117664,-0.03333633697802988,0.2568858934091154,-0.04753187340124532
SUNFLOWER YIELD (Kg per ha),-0.012300503358904126,0.3819471259963648,-0.010307075418143593,0.15445517044193513,0.30258157733751,0.39595271758335043,0.16292860911554513,0.1963103656801351,0.1830093708881337,-0.06289116954969476,0.004615874758446287,0.16433815825235948,0.022163983581786374,0.048700594600986816,0.1615574737252084,-0.013458182466436507,0.032518505193290796,0.19452469167953707,-0.08739276676190293,-0.03736527327276224,0.2474259430307001,0.08962915485926819,0.22484318467958728,0.3809117738891909,0.037282442926300535,0.07001219545450027,0.14938592794579564,-0.09137380779616794,-0.030861669904161403,0.09718178880658185,-0.08013096997104598,-0.050965324654888615,0.1568016686589891,0.06644241399866417,0.07396654771298047,0.18750673270291268,0.03854894506558077,0.1544440112656284,0.15085944557057984,0.009892876006344368,0.040148575384408844,0.22423869940641605,-0.004392663260237221,0.053322819135817615,0.11059633549136108,-0.048649555557910104,-0.03922023431281539,0.11255226947391751,0.01842805868203952,0.049117506122696386,0.15531680250707633,-0.024070027475897888,-0.0500198755156709,0.0007352469154031841,-0.07506565618837428,-0.045186425584315446,0.09109171371830643,0.08015059518080278,0.15041202485394978,1.0,-0.03556545501248524,-0.023402708169188498,0.06797768817607673,-0.04364914013773242,0.01143069489324714,0.20244673224814855,0.19393928103422353,0.2119356336451885,0.29705104006274236,0.0018106982803085243,0.024503047379216814,0.099938010271873,0.19637089295312937,0.23697683999635755,0.26029672660697517,0.21644043141115663,0.06579227799338759,-0.07960476844215489
SOYABEAN AREA (1000 ha),-0.18819095666300797,0.23572130064206603,-0.14036638097291315,-0.16332484120180274,-0.14508428090416084,-0.15508044669839124,0.0979685925555738,0.06679709837045561,0.1309945299893417,0.05420039682704418,0.09451092952296711,0.2361924205429394,0.008530906994974911,0.019053265400625106,0.06302865603199583,0.03279778531018717,0.07476739943510895,0.22750544426066063,-0.07689710807576591,-0.07434987707923375,-0.009595631764502498,0.07013083253088412,0.06456190572240872,0.048594836715783934,-0.06717664429589451,-0.05816237045570653,-0.1271275338995146,-0.08764510068246961,-0.07151563493899912,0.04839721884240242,0.316766847633279,0.3965161215790973,0.10577188946171152,0.1781001400827695,0.212908268271422,0.059437065159777376,-0.0032917242005750195,0.04768308118773125,0.017126553142225758,-0.06212091634736367,-0.05211499932676913,0.12268014705617684,-0.06258786445515815,-0.04949273197183307,0.04512979583382685,-0.002485859447084433,0.016589979006668667,0.07307549609130065,0.02302754294451145,0.04351428631190209,0.11753150890852372,-0.04290825965671571,-0.03230028040221183,-0.05316764083493012,0.010974585760037323,0.060599334912549215,0.24609804633432633,0.0005139788472327296,0.0011493824575036613,-0.03556545501248524,1.0,0.9373984510062489,0.4248961612337759,0.4114304654947017,0.41796493891223685,0.08981082109753169,-0.037379946780754424,-0.031475178846619566,-0.05821659591680711,0.10920480111497403,0.07881104625711505,0.031013460780362996,-0.08594615744068379,-0.075966115544821,-0.09640806182473498,-0.05743003390267742,0.02437241979295314,-0.023598149218029954
SOYABEAN PRODUCTION (1000 tons),-0.17418181202486813,0.22688585076979162,-0.12702652211651996,-0.1534373224379262,-0.13368562188576005,-0.13066757879285834,0.09446250857566174,0.07077826098517861,0.14129369341078724,0.04656855609084085,0.09712414880844035,0.2467951906265794,0.013055135527202067,0.026964875379814946,0.07240311084852233,0.03264299398887517,0.08132533342691495,0.2348762468541922,-0.06924271905533608,-0.0653927741243864,0.002866316579856406,0.0711920906991676,0.07737792786056599,0.06407168676460821,-0.06060811412196714,-0.052247459334865215,-0.11015511989618922,-0.08240342682259184,-0.06628890220580745,0.048834916994208825,0.29484404763734856,0.383041213729101,0.11085676017456046,0.16427533360041285,0.21692722578784462,0.06677880850706763,-0.005027527869298423,0.05139120908518481,0.0237883624098455,-0.05726333956032428,-0.04593155566374372,0.13577797323868931,-0.05887043923714361,-0.04434274412037136,0.05740225135317417,0.006231438367006842,0.02644881033520165,0.08082447162891544,0.027706926288578487,0.05159898556677911,0.1284046148390178,-0.040252421510130004,-0.03024354186951325,-0.04489869539380278,0.002120021372355441,0.04757739401903005,0.2403952816499686,0.00042220646442700684,0.0037905701098408726,-0.023402708169188498,0.9373984510062489,1.0,0.469109858534143,0.37598399679294636,0.44427978175533617,0.11330610409130873,-0.025517170879480855,-0.015623045728075682,-0.0404205442238658,0.09934670099917432,0.08454402448882806,0.046128408834438646,-0.07703299128341409,-0.06858087597903612,-0.08669517230655382,-0.04951111499991866,0.02754855995041967,-0.022606928251555684
SOYABEAN YIELD (Kg per ha),-0.2361786333431167,0.3689162480011828,-0.056072460727323754,-0.13642201890668745,-0.1163557876018054,-0.05418315377624595,0.020703891305852557,-0.004997711962592666,0.14239833278353745,0.05096394656341797,0.1518367292731244,0.31402918416282183,0.11460911902019634,0.15577388401268535,0.09686399831066747,0.11421565459431558,0.1943967340881428,0.2880518885148424,-0.06327903773841692,-0.012314429233686211,0.07413781906969262,0.16161994927981937,0.1975203835583746,0.16302199862934943,-0.04598736733037257,-0.026808887176693368,-0.04812995716206427,-0.09044486623292751,-0.05338914094758025,0.07899154757367778,0.2316885949624052,0.2941411805355775,0.14873913161659227,0.17916091128586079,0.2030137366282699,0.07781150170998936,0.02698401162387062,0.11908869385316097,0.07497804430459558,-0.040351495052232324,-0.028729077035915505,0.16663826139775914,-0.00596610895615892,0.006724982545139671,0.07154033908588646,0.05564251718309543,0.05949719528059139,0.07964978410493734,0.05250811359764157,0.09304872998484844,0.2038212590434035,-0.049857587655606404,-0.032947620014256856,-0.010528710294374006,0.0581785776194216,0.10818743244528473,0.2268269338754637,0.07496654979457046,0.08388950724480349,0.06797768817607673,0.4248961612337759,0.469109858534143,1.0,0.1856105190671892,0.23334486018664044,0.11500298068844465,0.03511392231987837,0.07420076208577482,0.012948250211490724,0.1100098886032419,0.10154240138030542,0.04339811820203985,-0.10116673579815155,-0.09468730765581353,-0.11732064129234696,-0.092803335474381,0.11537626930868593,-0.08912648238918804
